identifier,file_root,label
event-1991-06-09_23-05,2026-05-08/slice/GOES-g06/1991-06-09T23-05-00.csv,1
event-1991-06-10_15-25,2026-05-08/slice/GOES-g06/1991-06-10T15-25-00.csv,1
event-1991-06-10_16-45,2026-05-08/slice/GOES-g06/1991-06-10T16-45-00.csv,1
event-1991-06-14_20-50,2026-05-08/slice/GOES-g06/1991-06-14T20-50-00.csv,1
event-1991-06-14_22-05,2026-05-08/slice/GOES-g06/1991-06-14T22-05-00.csv,1
event-1991-06-17_08-00,2026-05-08/slice/GOES-g06/1991-06-17T08-00-00.csv,1
event-1991-07-01_04-25,2026-05-08/slice/GOES-g06/1991-07-01T04-25-00.csv,1
event-1991-07-06_22-25,2026-05-08/slice/GOES-g06/1991-07-06T22-25-00.csv,1
event-1991-07-07_15-00,2026-05-08/slice/GOES-g06/1991-07-07T15-00-00.csv,1
event-1991-07-07_16-55,2026-05-08/slice/GOES-g06/1991-07-07T16-55-00.csv,1
event-1991-07-08_05-40,2026-05-08/slice/GOES-g06/1991-07-08T05-40-00.csv,1
event-1991-07-09_03-00,2026-05-08/slice/GOES-g06/1991-07-09T03-00-00.csv,1
event-1991-08-26_11-35,2026-05-08/slice/GOES-g06/1991-08-26T11-35-00.csv,1
event-1991-08-26_18-00,2026-05-08/slice/GOES-g06/1991-08-26T18-00-00.csv,1
event-1991-08-26_21-25,2026-05-08/slice/GOES-g06/1991-08-26T21-25-00.csv,1
event-1991-08-27_01-55,2026-05-08/slice/GOES-g06/1991-08-27T01-55-00.csv,1
event-1991-08-27_04-05,2026-05-08/slice/GOES-g06/1991-08-27T04-05-00.csv,1
event-1991-08-27_21-30,2026-05-08/slice/GOES-g06/1991-08-27T21-30-00.csv,1
event-1991-10-29_22-15,2026-05-08/slice/GOES-g06/1991-10-29T22-15-00.csv,1
event-1992-02-06_20-20,2026-05-08/slice/GOES-g06/1992-02-06T20-20-00.csv,1
event-1992-05-09_01-15,2026-05-08/slice/GOES-g06/1992-05-09T01-15-00.csv,1
event-1992-05-09_07-20,2026-05-08/slice/GOES-g06/1992-05-09T07-20-00.csv,1
event-1992-06-25_08-45,2026-05-08/slice/GOES-g06/1992-06-25T08-45-00.csv,1
event-1992-06-25_14-05,2026-05-08/slice/GOES-g06/1992-06-25T14-05-00.csv,1
event-1992-10-30_07-25,2026-05-08/slice/GOES-g06/1992-10-30T07-25-00.csv,1
event-1992-10-30_08-15,2026-05-08/slice/GOES-g06/1992-10-30T08-15-00.csv,1
event-1992-10-31_12-00,2026-05-08/slice/GOES-g06/1992-10-31T12-00-00.csv,1
event-1992-11-01_16-05,2026-05-08/slice/GOES-g06/1992-11-01T16-05-00.csv,1
event-1992-11-02_09-10,2026-05-08/slice/GOES-g06/1992-11-02T09-10-00.csv,1
event-1993-03-12_10-55,2026-05-08/slice/GOES-g06/1993-03-12T10-55-00.csv,1
event-1993-03-12_18-45,2026-05-08/slice/GOES-g06/1993-03-12T18-45-00.csv,1
event-1994-02-19_15-45,2026-05-08/slice/GOES-g06/1994-02-19T15-45-00.csv,1
event-1994-02-20_05-30,2026-05-08/slice/GOES-g06/1994-02-20T05-30-00.csv,1
non-event-1984-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1984-10-01T00-00-00.csv,0
non-event-1984-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1984-11-01T00-00-00.csv,0
non-event-1984-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1984-12-01T00-00-00.csv,0
non-event-1985-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-01-01T00-00-00.csv,0
non-event-1985-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-02-01T00-00-00.csv,0
non-event-1985-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-03-01T00-00-00.csv,0
non-event-1985-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-04-01T00-00-00.csv,0
non-event-1985-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-05-01T00-00-00.csv,0
non-event-1985-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-06-01T00-00-00.csv,0
non-event-1985-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-07-01T00-00-00.csv,0
non-event-1985-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-08-01T00-00-00.csv,0
non-event-1985-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-09-01T00-00-00.csv,0
non-event-1985-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-10-01T00-00-00.csv,0
non-event-1985-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-11-01T00-00-00.csv,0
non-event-1985-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1985-12-01T00-00-00.csv,0
non-event-1986-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-01-01T00-00-00.csv,0
non-event-1986-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-02-01T00-00-00.csv,0
non-event-1986-02-16_13-35,2026-05-08/slice/GOES-g06/non_event/1986-02-16T13-35-00.csv,0
non-event-1986-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-03-01T00-00-00.csv,0
non-event-1986-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-04-01T00-00-00.csv,0
non-event-1986-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-05-01T00-00-00.csv,0
non-event-1986-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-06-01T00-00-00.csv,0
non-event-1986-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-07-01T00-00-00.csv,0
non-event-1986-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-08-01T00-00-00.csv,0
non-event-1986-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-09-01T00-00-00.csv,0
non-event-1986-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-10-01T00-00-00.csv,0
non-event-1986-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-11-01T00-00-00.csv,0
non-event-1986-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1986-12-01T00-00-00.csv,0
non-event-1987-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-01-01T00-00-00.csv,0
non-event-1987-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-02-01T00-00-00.csv,0
non-event-1987-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-03-01T00-00-00.csv,0
non-event-1987-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-04-01T00-00-00.csv,0
non-event-1987-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-05-01T00-00-00.csv,0
non-event-1987-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-06-01T00-00-00.csv,0
non-event-1987-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-07-01T00-00-00.csv,0
non-event-1987-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-08-01T00-00-00.csv,0
non-event-1987-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-09-01T00-00-00.csv,0
non-event-1987-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-10-01T00-00-00.csv,0
non-event-1987-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-11-01T00-00-00.csv,0
non-event-1987-11-08_15-45,2026-05-08/slice/GOES-g06/non_event/1987-11-08T15-45-00.csv,0
non-event-1987-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1987-12-01T00-00-00.csv,0
non-event-1988-01-04_16-35,2026-05-08/slice/GOES-g06/non_event/1988-01-04T16-35-00.csv,0
non-event-1988-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-02-01T00-00-00.csv,0
non-event-1988-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-03-01T00-00-00.csv,0
non-event-1988-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-04-01T00-00-00.csv,0
non-event-1988-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-05-01T00-00-00.csv,0
non-event-1988-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-06-01T00-00-00.csv,0
non-event-1988-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-07-01T00-00-00.csv,0
non-event-1988-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-08-01T00-00-00.csv,0
non-event-1988-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-09-01T00-00-00.csv,0
non-event-1988-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-10-01T00-00-00.csv,0
non-event-1988-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-11-01T00-00-00.csv,0
non-event-1988-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1988-12-01T00-00-00.csv,0
non-event-1989-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-01-01T00-00-00.csv,0
non-event-1989-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-02-01T00-00-00.csv,0
non-event-1989-03-19_09-10,2026-05-08/slice/GOES-g06/non_event/1989-03-19T09-10-00.csv,0
non-event-1989-03-24_01-35,2026-05-08/slice/GOES-g06/non_event/1989-03-24T01-35-00.csv,0
non-event-1989-04-13_05-05,2026-05-08/slice/GOES-g06/non_event/1989-04-13T05-05-00.csv,0
non-event-1989-04-14_14-35,2026-05-08/slice/GOES-g06/non_event/1989-04-14T14-35-00.csv,0
non-event-1989-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-05-01T00-00-00.csv,0
non-event-1989-05-06_15-50,2026-05-08/slice/GOES-g06/non_event/1989-05-06T15-50-00.csv,0
